MAIN_ID,ANG_DIST,OTYPE,hour,min,sec,ra,deg,arcmin,arcsec,dec,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST,
TYC 2884-1114-1,2717.05,PM*,4,34,40.0127,68.66671958,41,5,13.026,41.08695167,14,14,0.0521,0.0556,90,A,O,2018yCat.1345....0G,68.66671981,41.08695175,27.958,-65.718,3,3,0.107,0.105,90,A,2018yCat.1345....0G,B,11.61,0.13,Vega,2000A&A...355L..27H,,,D,B,V,11.04,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.322,0.022,Vega,2003yCat.2246....0C,,,C,J,H,8.876,0.024,Vega,2003yCat.2246....0C,,,C,H,K,8.739,0.016,Vega,2003yCat.2246....0C,,,C,K,v,27.52,5.38,D,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203815753184796544,2731.55,Star,4,35,22.2403,68.84266792,40,43,20.046,40.722235,14,14,0.0431,0.0335,90,A,O,2018yCat.1345....0G,68.84266832,40.72223527,1.422,-2.601,3,3,0.09,0.06,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASX J04414402+4139101,2734.24,Galaxy,4,41,44.02,70.43341667,41,39,10.17,41.652825,7,7,,,,C,I,2006AJ....131.1163S,70.433417,41.652825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,14.048,0.101,Vega,2006AJ....131.1163S,,,D,J,H,13.57,0.147,Vega,2006AJ....131.1163S,,,D,H,K,13.197,0.194,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.203,0.146,135,C,N,2006AJ....131.1163S,3,
2MASS J04365472+4028266,2736.93,RGB*,4,36,54.724,69.22801667,40,28,26.679,40.4740775,14,14,0.0579,0.0531,90,A,O,2018yCat.1345....0G,69.22801687,40.47407762,1.528,-0.634,3,3,0.123,0.086,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,10.129,0.018,Vega,2003yCat.2246....0C,,,C,J,H,9.395,0.017,Vega,2003yCat.2246....0C,,,C,H,K,9.185,0.019,Vega,2003yCat.2246....0C,,,C,K,v,-20.41,0.9,A,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
NVSS J043828+415510,2740.94,Radio,4,38,28.5,69.61875,41,55,11,41.91972222,5,5,9000,9000,90,D,R,1998AJ....115.1693C,69.6187,41.9196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
B3 0431+414,2742.17,Radio,4,35,7,68.77916667,41,31,0.9,41.51691667,4,4,68300,30300,0,E,,1985A&AS...59..255F,68.779,41.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203010184822603008,2747.09,PM*,4,39,42.9414,69.9289225,40,25,21.801,40.4227225,14,14,0.2574,0.2587,90,A,O,2018yCat.1345....0G,69.92892291,40.42272253,-0.729,-71.631,3,3,0.607,0.422,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203888488454801920,2761.32,Star,4,34,35.4973,68.64790542,41,13,7.949,41.21887472,14,14,0.0639,0.0497,90,A,O,2018yCat.1345....0G,68.64790555,41.21887489,2.664,-3.252,3,3,0.14,0.094,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203924742274098816,2761.66,Candidate_YSO,4,35,16.9652,68.82068833,41,35,33.22,41.59256111,14,14,0.1107,0.0673,90,A,O,2018yCat.1345....0G,68.82068874,41.59256113,10.85,-17.013,3,3,0.213,0.108,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203873129652774656,2763.55,Star,4,34,38.0497,68.65854042,41,2,9.745,41.03604028,14,14,0.1405,0.1113,90,A,O,2018yCat.1345....0G,68.65854072,41.03604049,1.85,-3.997,3,3,0.31,0.236,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
LSPM J0441+4138,2767.85,PM*,4,41,52.4051,70.46835458,41,38,7.996,41.63555444,14,14,0.0925,0.0725,90,A,O,2018yCat.1345....0G,70.46835491,41.63555453,20.673,-180.879,3,3,0.178,0.122,90,A,2018yCat.1345....0G,B,18.8,,Vega,2003AJ....125..984M,,,E,B,,,,,,,,,,R,17,,Vega,2003AJ....125..984M,,,E,R,J,13.686,0.025,Vega,2003yCat.2246....0C,,,C,J,H,13.148,0.031,Vega,2003yCat.2246....0C,,,C,H,K,12.911,0.029,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,1,
2MASS J04360974+4146177,2773.5,RGB*,4,36,9.744,69.0406,41,46,17.71,41.77158611,7,7,70,60,0,C,N,2003yCat.2246....0C,69.0406,41.771587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.066,0.022,Vega,2003yCat.2246....0C,,,C,J,H,11.27,0.021,Vega,2003yCat.2246....0C,,,C,H,K,11.064,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
HD 276532,2776.08,Star,4,34,33.9417,68.64142375,41,12,25.02,41.20695,14,14,0.0499,0.0369,90,A,O,2018yCat.1345....0G,68.64142384,41.20695016,-12.844,-23.109,3,3,0.727,1.755,90,A,2016A&A...595A...2G,B,10.35,0.05,Vega,2000A&A...355L..27H,,,D,B,V,9.76,0.04,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.628,0.023,Vega,2003yCat.2246....0C,,,C,J,H,8.395,0.034,Vega,2003yCat.2246....0C,,,C,H,K,8.295,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-1.24,1.74,B,O,2018yCat.1345....0G,F2,E,1995A&AS..110..367N,,,,,,,,,,2,
NVSS J044226+412720,2777.34,Radio,4,42,26.9,70.61208333,41,27,21,41.45583333,5,5,9000,9000,90,D,R,1998AJ....115.1693C,70.6121,41.4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203798229718467584,2778.11,Star,4,36,12.1388,69.05057833,40,32,32.619,40.54239417,14,14,0.2224,0.1433,90,A,O,2018yCat.1345....0G,69.0505787,40.54239432,2.604,-3.347,3,3,0.426,0.227,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04412702+4143347,2779.35,RGB*,4,41,27.0154,70.36256417,41,43,34.81,41.72633611,14,14,0.0263,0.0219,90,A,O,2018yCat.1345....0G,70.36256427,41.72633629,-1.294,1.583,3,3,0.056,0.037,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,11.895,0.021,Vega,2003yCat.2246....0C,,,C,J,H,11.234,0.019,Vega,2003yCat.2246....0C,,,C,H,K,11.091,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
B3 0434+418,2796.08,Radio,4,38,29,69.62083333,41,56,0.1,41.93336111,4,4,47500,23800,0,E,,1985A&AS...59..255F,69.621,41.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
HD  28952,2798.9,Star,4,35,33.9256,68.89135667,41,40,38.497,41.67736028,14,14,0.0581,0.0423,90,A,O,2018yCat.1345....0G,68.89135706,41.67736037,2.464,-5.726,3,3,0.115,0.068,90,A,2018yCat.1345....0G,B,9.58,0.03,Vega,2000A&A...355L..27H,,,D,B,V,8.43,0.02,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,6.138,0.023,Vega,2003yCat.2246....0C,,,C,J,H,5.631,0.016,Vega,2003yCat.2246....0C,,,C,H,K,5.49,0.018,Vega,2003yCat.2246....0C,,,C,K,v,-0.35,0.18,A,O,2018yCat.1345....0G,G5,E,1993yCat.3135....0C,,,,,,,,,,3,
TYC 2884-269-1,2818.54,Star,4,38,7.9516,69.53313167,40,22,56.499,40.38236083,14,14,0.0539,0.0408,90,A,O,2018yCat.1345....0G,69.53313194,40.38236111,3.496,-4.824,3,3,0.106,0.06,90,A,2018yCat.1345....0G,B,12.97,0.55,Vega,2000A&A...355L..27H,,,D,B,V,11.03,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,6.944,0.021,Vega,2003yCat.2246....0C,,,C,J,H,6.018,0.02,Vega,2003yCat.2246....0C,,,C,H,K,5.678,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-25.15,0.35,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
HD 276644,2823.13,Star,4,35,0.5083,68.75211792,40,47,1.111,40.78364194,14,14,0.0421,0.0333,90,A,O,2018yCat.1345....0G,68.75211825,40.78364208,1.016,-2.652,3,3,0.095,0.077,90,A,2018yCat.1345....0G,B,10.52,0.06,Vega,2000A&A...355L..27H,,,D,B,V,9.95,0.05,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.847,0.018,Vega,2003yCat.2246....0C,,,C,J,H,8.773,0.024,Vega,2003yCat.2246....0C,,,C,H,K,8.663,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B3,E,1995A&AS..110..367N,,,,,,,,,,6,
2MASS J04343397+4119077,2827.14,HB*,4,34,33.9742,68.64155917,41,19,7.716,41.31881,14,14,0.0272,0.0254,90,A,O,2018yCat.1345....0G,68.64155945,41.31881019,1.942,0.135,3,3,0.065,0.044,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,11.878,0.025,Vega,2003yCat.2246....0C,,,C,J,H,11.262,0.024,Vega,2003yCat.2246....0C,,,C,H,K,11.096,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
HD 276647,2828.94,PM*,4,36,6.4002,69.0266675,40,32,18.453,40.53845917,14,14,0.2841,0.1811,90,A,O,2018yCat.1345....0G,69.02666751,40.5384594,36.94,-40.034,3,3,0.483,0.294,90,A,2018yCat.1345....0G,B,11.72,0.14,Vega,2000A&A...355L..27H,,,D,B,V,11.84,0.29,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.671,0.024,Vega,2003yCat.2246....0C,,,C,J,H,9.337,0.024,Vega,2003yCat.2246....0C,,,C,H,K,9.205,0.019,Vega,2003yCat.2246....0C,,,C,K,v,24.55,1.15,B,O,2018yCat.1345....0G,G,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203885430438888192,2834.9,Star,4,34,28.6257,68.61927375,41,7,34.698,41.126305,14,14,0.0243,0.0194,90,A,O,2018yCat.1345....0G,68.61927394,41.12630527,2.264,-2.488,3,3,0.052,0.043,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203127836862983808,2837.94,Candidate_WD*,4,42,42.459,70.6769125,40,57,48.607,40.96350194,14,14,0.2517,0.1997,90,A,O,2018yCat.1345....0G,70.67691252,40.96350198,30.499,-11.847,3,3,0.489,0.335,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
LEDA 2171654,2856.17,Galaxy,4,34,49,68.70416667,40,50,8,40.83555556,5,5,,,,D,O,2003A&A...412...45P,68.7042,40.8356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.21,141,E,O,2003A&A...412...45P,1,
Gaia DR2 203802181088185216,2859.75,Star,4,35,46.2125,68.94255208,40,34,53.783,40.58160639,14,14,0.153,0.1091,90,A,O,2018yCat.1345....0G,68.94255226,40.58160661,1.875,-2.84,3,3,0.285,0.177,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2901-1042-1,2874.05,Star,4,41,10.7575,70.29482292,41,48,8.851,41.80245861,14,14,0.0457,0.0345,90,A,O,2018yCat.1345....0G,70.29482312,41.80245871,-7.057,-0.224,3,3,0.091,0.057,90,A,2018yCat.1345....0G,B,11.89,0.16,Vega,2000A&A...355L..27H,,,D,B,V,11.52,0.18,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.085,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.907,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.816,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
HD 276529,2883.15,Star,4,34,29.3485,68.62228542,41,19,32.513,41.32569806,14,14,0.0467,0.0352,90,A,O,2018yCat.1345....0G,68.62228552,41.32569812,3.853,-4.649,3,3,0.113,0.065,90,A,2018yCat.1345....0G,B,12.26,0.27,Vega,2000A&A...355L..27H,,,D,B,V,11.39,0.14,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,11.1,0.025,Vega,2003yCat.2246....0C,,,C,J,H,11.025,0.023,Vega,2003yCat.2246....0C,,,C,H,K,10.957,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F2,E,1995A&AS..110..367N,,,,,,,,,,2,
HD 276522,2885.78,Star,4,34,41.6058,68.6733575,41,27,24.92,41.45692222,14,14,0.0611,0.0493,90,A,O,2018yCat.1345....0G,68.6733577,41.45692227,-1.968,-1.678,3,3,2.173,1.693,90,A,2016A&A...595A...2G,B,11.42,0.1,Vega,2000A&A...355L..27H,,,D,B,V,10.96,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.557,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.48,0.021,Vega,2003yCat.2246....0C,,,C,H,K,10.434,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A0,E,1995A&AS..110..367N,,,,,,,,,,2,
2MASS J04350065+4134400,2887.07,HB*,4,35,0.654,68.752725,41,34,40.036,41.57778778,14,14,0.0413,0.0305,90,A,O,2018yCat.1345....0G,68.75272541,41.57778781,1,0.759,3,3,0.085,0.051,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.717,0.022,Vega,2003yCat.2246....0C,,,C,J,H,12.059,0.023,Vega,2003yCat.2246....0C,,,C,H,K,11.862,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
TYC 2897-1970-1,2891.92,Star,4,42,34.9967,70.64581958,40,50,54.72,40.84853333,14,14,0.0604,0.0407,90,A,O,2018yCat.1345....0G,70.64581983,40.84853338,-11.027,-9.564,3,3,0.114,0.062,90,A,2018yCat.1345....0G,B,12.15,0.24,Vega,2000A&A...355L..27H,,,D,B,V,11.51,0.17,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.506,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.124,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.01,0.014,Vega,2003yCat.2246....0C,,,C,K,v,-8.7,0.4,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
HD 276708,2901.43,Star,4,42,18.5308,70.57721167,40,44,31.067,40.74196306,14,14,0.0471,0.036,90,A,O,2018yCat.1345....0G,70.57721173,40.74196327,1.462,-2.302,3,3,0.092,0.06,90,A,2018yCat.1345....0G,B,11.76,0.11,Vega,2000A&A...355L..27H,,,D,B,V,11.39,0.14,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.31,0.018,Vega,2003yCat.2246....0C,,,C,J,H,10.138,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.053,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F,E,1995A&AS..110..367N,,,,,,,,,,2,
LEDA  168753,2909.91,Galaxy,4,37,33.6,69.39,40,22,40,40.37777778,5,5,,,,D,O,2003A&A...412...45P,69.39,40.3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,90,E,O,2003A&A...412...45P,3,
TYC 2897-821-1,2927.37,Star,4,42,25.6716,70.606965,40,45,58.431,40.76623083,14,14,0.0529,0.0379,90,A,O,2018yCat.1345....0G,70.60696534,40.76623097,13.439,-11.89,3,3,6.888,5.412,90,A,2016A&A...595A...2G,B,12.31,0.27,Vega,2000A&A...355L..27H,,,D,B,V,11.5,0.15,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.297,0.018,Vega,2003yCat.2246....0C,,,C,J,H,10.075,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.018,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
EM* VES  827,2927.69,LPV*,4,42,28.6916,70.61954833,41,32,32.168,41.54226889,14,14,0.1583,0.1224,90,A,O,2018yCat.1345....0G,70.61954872,41.54226912,-0.8,-3.124,3,3,0.275,0.206,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,7.188,0.019,Vega,2003yCat.2246....0C,,,C,J,H,6.138,0.02,Vega,2003yCat.2246....0C,,,C,H,K,5.714,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,6,
HD 276521,2931.15,Star,4,34,51.3248,68.71385333,41,33,6.118,41.55169944,14,14,0.0506,0.0392,90,A,O,2018yCat.1345....0G,68.71385366,41.55169949,1.894,-7.629,3,3,0.12,0.065,90,A,2018yCat.1345....0G,B,10.91,0.08,Vega,2000A&A...355L..27H,,,D,B,V,9.78,0.04,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.49,0.026,Vega,2003yCat.2246....0C,,,C,J,H,6.94,0.018,Vega,2003yCat.2246....0C,,,C,H,K,6.816,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-41,0.65,A,O,2018yCat.1345....0G,K0,E,1995A&AS..110..367N,,,,,,,,,,2,
2MASX J04360363+4030314,2933.22,Galaxy,4,36,3.633,69.0151375,40,30,31.46,40.50873889,7,7,,,,C,I,2006AJ....131.1163S,69.015137,40.508739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.503,0.055,Vega,2006AJ....131.1163S,,,C,J,H,11.712,0.061,Vega,2006AJ....131.1163S,,,C,H,K,11.199,0.07,Vega,2006AJ....131.1163S,,,C,K,,,,,,,,,,,,,0.373,0.306,100,C,N,2006AJ....131.1163S,3,
Gaia DR2 203917281915994112,2941.82,Candidate_WD*,4,34,37.7581,68.65732542,41,28,7.798,41.46883278,14,14,0.2659,0.2213,90,A,O,2018yCat.1345....0G,68.65732542,41.46883294,10.385,-20.386,3,3,0.689,0.402,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04344131+4129444,2942.79,RGB*,4,34,41.3153,68.67214708,41,29,44.554,41.49570944,14,14,0.0288,0.024,90,A,O,2018yCat.1345....0G,68.67214709,41.49570956,6.945,0.075,3,3,0.067,0.043,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,11.119,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.517,0.021,Vega,2003yCat.2246....0C,,,C,H,K,10.39,0.014,Vega,2003yCat.2246....0C,,,C,K,v,-50.87,2.92,C,O,2018yCat.1345....0G,,,,,,,,,,,,,2,
TYC 2897-1347-1,2944.16,Star,4,40,13.4269,70.05594542,40,23,48.845,40.39690139,14,14,0.0343,0.0296,90,A,O,2018yCat.1345....0G,70.05594566,40.39690161,1.257,-1.797,3,3,0.074,0.048,90,A,2018yCat.1345....0G,B,12.17,0.14,Vega,2000A&A...355L..27H,,,D,B,V,12.64,0.3,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.953,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.853,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.781,0.015,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203814103917364736,2944.47,Star,4,34,49.7451,68.70727125,40,46,31.87,40.77551944,14,14,0.0543,0.0368,90,A,O,2018yCat.1345....0G,68.70727166,40.77551955,1.749,-3.831,3,3,0.12,0.085,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04361879+4151003,2946.75,RGB*,4,36,18.7986,69.0783275,41,51,0.261,41.8500725,14,14,0.0427,0.0337,90,A,O,2018yCat.1345....0G,69.07832753,41.85007266,2.178,-1.52,3,3,0.09,0.053,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,9.612,0.021,Vega,2003yCat.2246....0C,,,C,J,H,8.727,0.018,Vega,2003yCat.2246....0C,,,C,H,K,8.495,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-50.23,0.43,A,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
Gaia DR2 203809671511144448,2949.2,Star,4,35,9.7123,68.79046792,40,40,25.884,40.67385667,14,14,0.0368,0.0252,90,A,O,2018yCat.1345....0G,68.79046803,40.6738569,2.066,-3.812,3,3,0.078,0.058,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04412447+4147455,2949.74,RGB*,4,41,24.4671,70.35194625,41,47,45.549,41.79598583,14,14,0.043,0.028,90,A,O,2018yCat.1345....0G,70.35194646,41.79598587,-2.391,-11.985,3,3,0.071,0.047,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.113,0.019,Vega,2003yCat.2246....0C,,,C,J,H,11.449,0.017,Vega,2003yCat.2246....0C,,,C,H,K,11.281,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,4,
TYC 2888-1721-2,2950.11,Star,4,35,19.589,68.83162083,41,41,23.9,41.68997222,7,7,14,14,90,B,O,2002A&A...384..180F,68.831621,41.689972,-5.3,-6.5,1,1,1.2,1.2,90,B,2002A&A...384..180F,B,10.3,0.05,Vega,2002A&A...384..180F,,,D,B,V,9.79,0.04,Vega,2002A&A...384..180F,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
HD 276614,2950.36,**,4,35,19.5622,68.83150917,41,41,23.924,41.68997889,8,8,25.27,22.79,0,C,,1998A&A...335L..65H,68.8315092,41.6899789,-5.3,-6.5,1,1,1.2,1.2,90,B,2000A&A...355L..27H,B,9.72,0.03,Vega,2000A&A...355L..27H,,,D,B,V,9.13,0.02,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.324,0.024,Vega,2003yCat.2246....0C,,,C,J,H,6.908,0.021,Vega,2003yCat.2246....0C,,,C,H,K,6.77,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F0,E,1995A&AS..110..367N,,,,,,,,,,6,
2MASX J04341868+4106242,2951.22,Galaxy,4,34,18.682,68.57784167,41,6,24.26,41.10673889,7,7,,,,C,I,2006AJ....131.1163S,68.577842,41.106739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,14.634,0.13,Vega,2006AJ....131.1163S,,,D,J,H,14.074,0.173,Vega,2006AJ....131.1163S,,,D,H,K,13.507,0.198,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.243,0.136,165,C,N,2006AJ....131.1163S,3,
TYC 2897-2295-1,2965.14,Star,4,41,55.8714,70.4827975,40,36,56.079,40.6155775,14,14,0.1336,0.0569,90,A,O,2018yCat.1345....0G,70.48279792,40.61557763,6,1.088,3,3,0.138,0.091,90,A,2018yCat.1345....0G,B,12.68,0.36,Vega,2000A&A...355L..27H,,,D,B,V,11.51,0.16,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.168,0.02,Vega,2003yCat.2246....0C,,,C,J,H,8.474,0.02,Vega,2003yCat.2246....0C,,,C,H,K,8.309,0.019,Vega,2003yCat.2246....0C,,,C,K,v,19.41,0.38,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
NVSS J043741+402116,2968.75,Radio,4,37,41.67,69.423625,40,21,16.9,40.35469444,6,6,5000,5000,90,D,R,2014ApJS..213....3M,69.42363,40.35469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
